Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Zhou Chengjian,1092,2014,1986,Metersbonwe Group,founder,fashion,new,48,male,China,CHN,0.0,East Asia,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Metersbonwe Group
Ahsen Ozokur,1143,2014,1944,Yildiz Holding,relation,food products,new,63,female,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.6,Traded Sectors,True,Consumer,father,True,True,Yildiz Holding
Ali Ibrahim Agaoglu,1143,2014,1981,Agaoglu Group,founder,construction,new,60,male,Turkey,TUR,0.0,Middle East/North Africa,privatized and resources,1.6,Non-Traded Sectors,True,Constrution,not inherited,True,True,Agaoglu Group
Ana Maria Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,89,female,Peru,PER,0.0,Latin America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True,Grupo Prescia (now Pandora Group)
Ana Maria Marcondes Penido Sant'Anna,1143,2014,1945,CCR Group,relation,toll roads,new,58,female,Brazil,BRA,0.0,Latin America,inherited,1.6,Financial,True,Other,father,True,True,CCR Group
Benu Gopal Bangur,1143,2014,1918,Shree Cement,relation,cement,new,82,male,India,IND,0.0,South Asia,inherited,1.6,Non-Traded Sectors,True,Constrution,father,True,True,Shree Cement
Cesar Mata Pires,1143,2014,1976,OAS SA,founder,construction,new,0,male,Brazil,BRA,0.0,Latin America,privatized and resources,1.6,Non-Traded Sectors,True,Constrution,not inherited,True,True,OAS SA
Christoph Henkel,1143,2014,1876,Henkel Ag,relation,cleaning products,new,0,male,Germany,DEU,0.0,Europe,inherited,1.6,Traded Sectors,True,Consumer,father,True,True,Henkel Ag
Manuel Moroun,1143,2014,1970,CenTra Inc.,chairman,bridge to canada,aquired,86,male,United States,USA,0.0,North America,executive,1.6,Financial,True,Other,not inherited,True,True,CenTra Inc.
Rosa Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,87,female,Peru,PER,0.0,Latin America,inherited,1.6,Resource Related,True,Mining and metals,father,True,True,Grupo Prescia (now Pandora Group)
Thomas Steyer,1143,2014,1986,Farallon Capital Management,founder,hedge funds,new,56,male,United States,USA,0.0,North America,self-made finance,1.6,Financial,True,Hedge funds,not inherited,True,True,Farallon Capital Management
Wong Kwong Yu,1143,2014,1987,Gome,investor,retail,new,44,male,China,CHN,0.0,East Asia,privatized and resources,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Gome
Alexander Frolov,1154,2014,1992,Evraz,ceo,steel,aquired,49,male,Russia,RUS,0.0,Europe,privatized and resources,1.5,Resource Related,True,Mining and metals,not inherited,True,True,Evraz
Alexandre Grendene Bartelle,1154,2014,1971,Grendene,founder,shoes,new,64,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.5,Traded Sectors,True,Consumer,not inherited,True,True,Grendene
Alfredo Harp Helu,1154,2014,1884,Banamex,owner,banking,aquired,69,male,Mexico,MEX,0.0,Latin America,self-made finance,1.5,Financial,True,Money Management,not inherited,True,True,Banamex
Andrei Bokarev,1154,2014,2002,CJSC Transmashholding,president,locomotive manufacturing,new,47,male,Russia,RUS,0.0,Europe,privatized and resources,1.5,Resource Related,True,Energy,not inherited,True,True,CJSC Transmashholding
Bulent Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,pharmaceuticals,new,64,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.5,New Sectors,True,Technology-Medical,father,True,True,Eczacibasi Holding
Chang Yung Fa,1154,2014,1961,Evergreen Group,founder,shipping,new,86,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.5,Financial,True,Other,not inherited,True,True,Evergreen Group
Chen Tianqiao,1154,2014,1999,Shanda Interactive Entertainment,founder,entertainment,new,41,male,China,CHN,0.0,East Asia,founder non-finance,1.5,New Sectors,True,Technology-Computer,not inherited,True,True,Shanda Interactive Entertainment
Chen Yung-Tai,1154,2014,1965,Aurora Group,founder,real estate,new,78,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True,Aurora Group
Dan Wilks,1154,2014,2002,Frac Tech,founder,natural gas,new,57,male,United States,USA,0.0,North America,privatized and resources,1.5,Resource Related,True,Energy,not inherited,True,True,Frac Tech
Erika Pohl-Stroher,1154,2014,1880,Wella AG,relation,cosmetics,new,95,female,Germany,DEU,0.0,Europe,inherited,1.5,Traded Sectors,True,Consumer,3rd generation,True,True,Wella AG
Ezra Nahmad,1154,2014,1960,Walmart,founder,art dealing,new,68,male,Monaco,MCO,0.0,Europe,founder non-finance,1.5,Financial,True,Other,not inherited,True,True,Walmart
Farris Wilks,1154,2014,2002,Frac Tech,founder,natural gas,new,62,male,United States,USA,0.0,North America,privatized and resources,1.5,Resource Related,True,Energy,not inherited,True,True,Frac Tech
Faruk Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,pharmaceuticals,new,59,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,1.5,New Sectors,True,Technology-Medical,father,True,True,Eczacibasi Holding
Francesco Gaetano Caltagirone,1154,2014,1947,Caltagirone Holdings,owner,cement,aquired,70,male,Italy,ITA,0.0,Europe,executive,1.5,Non-Traded Sectors,True,Constrution,not inherited,True,True,Caltagirone Holdings
Gary Michelson,1154,2014,1949,Medtronic,inventor,medical devices,new,65,male,United States,USA,0.0,North America,executive,1.5,New Sectors,True,Technology-Medical,not inherited,True,True,Medtronic
Gregorio Perez Companc,1154,2014,1968,Petrolera Perez Companc,relation,oil,new,78,male,Argentina,ARG,0.0,Latin America,inherited,1.5,Resource Related,True,Energy,father,True,True,Petrolera Perez Companc
He Qiaonu,1154,2014,1992,Beijing Orient Landscape,founder,landscape architecture,new,48,female,China,CHN,0.0,East Asia,founder non-finance,1.5,Non-Traded Sectors,True,Constrution,not inherited,True,True,Beijing Orient Landscape
Horst Brandstaetter,1154,2014,1876,Brandstatter Group,relation,toys,new,80,male,Germany,DEU,0.0,Europe,inherited,1.5,Traded Sectors,True,Consumer,3rd generation,True,True,Brandstatter Group
Huang Shih Tsai,1154,2014,1990,Greater China International Investment Group,founder,real estate,new,62,male,Hong Kong,HKG,0.0,East Asia,self-made finance,1.5,Financial,True,Real Estate,not inherited,True,True,Greater China International Investment Group
Jimmy Haslam,1154,2014,1981,Pilot Flying J,founder,truck stop,new,60,male,United States,USA,0.0,North America,founder non-finance,1.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Pilot Flying J
John Henry,1154,2014,1981,John W. Henry & Company,founder,asset management,new,64,male,United States,USA,0.0,North America,founder non-finance,1.5,Traded Sectors,True,Consumer,not inherited,True,True,John W. Henry & Company
Jose Llado Fernandez-Urrutia,1154,2014,1960,Tecnicas Reunidas,founder,construction,new,79,male,Spain,ESP,0.0,Europe,founder non-finance,1.5,Non-Traded Sectors,True,Constrution,not inherited,True,True,Tecnicas Reunidas
Juan Carlos Escotet,1154,2014,1992,Banesco,founder,banking,new,54,male,Venezuela,VEN,0.0,Latin America,self-made finance,1.5,Financial,True,Money Management,not inherited,True,True,Banesco
Koo Bon-Moo,1154,2014,1947,LG Group,relation,electonics,new,69,male,South Korea,KOR,0.0,East Asia,inherited,1.5,New Sectors,True,Technology-Computer,father,True,True,LG Group
Lam Kong,1154,2014,1995,China Medical Systems,founder,pharmaceuticals,new,49,male,China,CHN,0.0,East Asia,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True,China Medical Systems
Maria Del Pino y Calvo-Sotelo,1154,2014,1952,Ferrovial,relation,construction,new,57,female,Spain,ESP,0.0,Europe,inherited,1.5,Non-Traded Sectors,True,Constrution,father,True,True,Ferrovial
Marie-Jeanne Meyer,1154,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,72,female,France,FRA,0.0,Europe,inherited,1.5,Resource Related,True,Mining and metals,4th generation,True,True,Louis-Dreyfus Goup
Mark Stevens,1154,2014,1972,Sequoia Capital,partner,venture capitalist,new,54,male,United States,USA,0.0,North America,self-made finance,1.5,Financial,True,Venture Capital,not inherited,True,True,Sequoia Capital
Massimo Moratti,1154,2014,1962,Saras SPA,relation,oil,new,68,male,Italy,ITA,0.0,Europe,inherited,1.5,Resource Related,True,Energy,father,True,True,Saras SPA
Mehmet Karamehmet,1154,2014,1923,Cukurova Holding,chairman,"textiles, industrial goods, media",new,69,male,Turkey,TUR,0.0,Middle East/North Africa,executive,1.5,Non-Traded Sectors,True,Media,not inherited,True,True,Cukurova Holding
Mehmet Nazif Gunal,1154,2014,1976,MNG Holding,founder,construction,new,66,male,Turkey,TUR,0.0,Middle East/North Africa,founder non-finance,1.5,Non-Traded Sectors,True,Constrution,not inherited,True,True,MNG Holding
Monique Louis-Dreyfus,1154,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,74,female,France,FRA,0.0,Europe,inherited,1.5,Resource Related,True,Mining and metals,4th generation,True,True,Louis-Dreyfus Goup
Murali Divi,1154,2014,1990,Divis Laboratories,founder,pharmaceuticals,new,62,male,India,IND,0.0,South Asia,founder non-finance,1.5,New Sectors,True,Technology-Medical,not inherited,True,True,Divis Laboratories
Paul Singer,1154,2014,1977,Elliott Associates,founder,hedge funds,new,69,male,United States,USA,0.0,North America,self-made finance,1.5,Financial,True,Hedge funds,not inherited,True,True,Elliott Associates
