Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Pallonji Mistry,82,2014,1865,?Shapoorji Pallonji Group,Relation,construction,new,84,male,Ireland,IRL,0.0,Europe,inherited,12.8,Non-Traded Sectors,True,Constrution,father,True,True,Shapoorji Pallonji Group
Henry Ross Perot Sr,83,1996,1962,Electronic Data Systems,founder,data processing,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,3.3,New Sectors,True,Technology-Computer,not inherited,True,True,Electronic Data Systems
Keizo Saji,84,1996,1899,Suntory,relation,brewery,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,3.2,Traded Sectors,True,Consumer,3rd generation,True,True,Suntory
Rupert Murdoch,85,1996,1923,News Limited,relation,media,new,65,male,United States,USA,8100000000000.0,North America,inherited,3.2,Non-Traded Sectors,True,Media,father,True,True,News Limited
Richard DeVos,86,1996,1959,Amway,founder,consumer goods,new,70,male,United States,USA,8100000000000.0,North America,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,Amway
Thomas and Raymond Kwok,86,2014,1963,Sun Hung Kai Properties,Relation,real estate,new,0,male,Hong Kong,HKG,0.0,East Asia,inherited,12.6,Financial,True,Real Estate,father,True,True,Sun Hung Kai Properties
Vladimir Potanin,86,2014,1991,Interros,founder,private investment company,new,53,male,Russia,RUS,0.0,Europe,privatized and resources,12.6,Resource Related,True,Mining and metals,not inherited,True,True,Interros
Jay Van Andel,87,1996,1959,Amway,founder,consumer goods,new,71,male,United States,USA,8100000000000.0,North America,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,Amway
August von Finck,88,1996,1890,"Allianz, Merk Finck & Co",relation,banking/insurance,new,65,male,Germany,DEU,2500000000000.0,Europe,inherited,3.1,Financial,True,Money Management,father,True,True,"Allianz, Merk Finck & Co"
James Simons,88,2014,1982,Renaissance Technologies,founder,hedge funds,new,75,male,United States,USA,0.0,North America,self-made finance,12.5,Financial,True,Hedge funds,not inherited,True,True,Renaissance Technologies
Rinat Akhmetov,88,2014,2000,System Capital Management Group,founder,industrial manufacturing and banking,new,47,male,Ukraine,UKR,0.0,Europe,privatized and resources,12.5,Resource Related,True,Non-consumer industrial,not inherited,True,True,System Capital Management Group
Michael and Rainer Schmidt-Ruthenbeck,89,1996,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,3.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Metro AG
Stanley Ho,90,1996,1962,Sociedade de Turismo e Divers?es de Macau,founder,casinos,new,74,male,Hong Kong,HKG,160000000000.0,East Asia,self-made finance,3.1,Financial,True,Real Estate,not inherited,True,True,Sociedade de Turismo e Diverses de Macau
James Arthur and John Irving,90,2001,1882,J.D. Irving,relation,timber,new,0,male,Canada,CAN,733000000000.0,North America,inherited,4.4,Resource Related,True,Energy,3rd generation,True,True,J.D. Irving
Rudolf Oetker,90,2001,1891,Oetker-Gruppe,relation,food,new,0,male,Germany,DEU,1950000000000.0,Europe,inherited,4.4,Traded Sectors,True,Consumer,3rd generation,True,True,Oetker-Gruppe
Alberto Bailleres Gonzalez,90,2014,1960,Penoles,relation,mining,privatization,82,male,Mexico,MEX,0.0,Latin America,inherited,12.4,Resource Related,True,Mining and metals,father,True,True,Penoles
Kyosuke Kinoshita,91,1996,1948,Acom,relation,consumer loans,new,55,male,Japan,JPN,4710000000000.0,East Asia,inherited,3.1,Financial,True,Money Management,father,True,True,Acom
Robin Li,91,2014,2000,Baidu,founder,internet,new,45,male,China,CHN,0.0,East Asia,founder non-finance,12.1,New Sectors,True,Technology-Computer,not inherited,True,True,Baidu
Chatri Sophonpanich,92,1996,1944,Bangkok Bank,relation,banking,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,3.1,Financial,True,Money Management,not inherited,True,True,Bangkok Bank
Lee Bass,92,2001,1919,Sid Richardson Gasoline Co,relation,oil,new,44,male,United States,USA,10600000000000.0,North America,inherited,4.3,Resource Related,True,Energy,father,True,True,Sid Richardson Gasoline Co
Maurice Greenberg,92,2001,1919,AIG,Chairman and Chief Executive Officer,insurance,new,75,male,United States,USA,10600000000000.0,North America,self-made finance,4.3,Financial,True,Money Management,not inherited,True,True,AIG
Philip Knight,92,2001,1964,Nike,founder,apparel,new,63,male,United States,USA,10600000000000.0,North America,founder non-finance,4.3,Traded Sectors,True,Consumer,not inherited,True,True,Nike
Ernesto Bertarelli,92,2014,1906,Serono,relation,pharmaceuticals,new,48,male,Switzerland,CHE,0.0,Europe,inherited,12.0,New Sectors,True,Technology-Medical,3rd generation,True,True,Serono
Hans Rausing,92,2014,1944,Tetra Pak,relation,food packaging,new,87,male,Sweden,SWE,0.0,Europe,inherited,12.0,Traded Sectors,True,Consumer,father,True,True,Tetra Pak
Peter Haas Sr,93,1996,1853,Levi Strauss & co,relation,jeans,new,0,male,United States,USA,8100000000000.0,North America,inherited,3.1,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Levi Strauss & co
Lemos family,94,1996,1860,Efploia Shipping,founder,shipping,new,0,male,Greece,GRC,147000000000.0,Europe,inherited,3.0,Financial,True,Money Management,not inherited,True,True,Efploia Shipping
Zong Qinghou,94,2014,1987,Hangzhou Wahaha Group,founder,beverages,new,68,male,China,CHN,0.0,East Asia,founder non-finance,11.6,Traded Sectors,True,Consumer,not inherited,True,True,Hangzhou Wahaha Group
Jassim Al-Kharafi,95,1996,1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,31492936826.0,Middle East/North Africa,inherited,3.0,Financial,True,Money Management,father,True,True,Kharafi Group
Fukuzo Iwasaki,95,2001,1923,Iwasaki Sangyo Group,relation,real estate,new,76,male,Japan,JPN,4160000000000.0,East Asia,inherited,4.2,Financial,True,Real Estate,father,True,True,Iwasaki Sangyo Group
David & Simon Reuben,95,2014,1990,Trans-World Metals,founder,aluminum,new,71,male,United Kingdom,GBR,0.0,Europe,self-made finance,11.5,Financial,True,Money Management,not inherited,True,True,Trans-World Metals
Robert Kuok,95,2014,1971,Shangri-La Hotels,founder,hotels,new,90,male,Malaysia,MYS,0.0,East Asia,self-made finance,11.5,Financial,True,Diversified financial,not inherited,True,True,Shangri-La Hotels
Suliman Olayan,96,1996,1947,General Contracting Company,founder,oil infrastructure,new,0,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,self-made finance,3.0,Financial,True,Diversified financial,not inherited,True,True,General Contracting Company
Micky Arison,96,2001,1972,Carnival Corporation,relation,cruises,new,51,male,United States,USA,10600000000000.0,North America,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Carnival Corporation
Patrick Wang,96,2001,1959,Johnson Electric,relation,automotive parts,new,50,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,4.1,Traded Sectors,True,Consumer,father,True,True,Johnson Electric
Khoo Teck Puat,97,1996,1960,Malayan Banking,founder,banking,new,79,male,Singapore,SGP,96400967339.0,East Asia,self-made finance,3.0,Financial,True,Real Estate,not inherited,True,True,Malayan Banking
Andrey Melnichenko,97,2014,1993,MDM Bank,founder,banking,new,41,male,Russia,RUS,0.0,Europe,privatized and resources,11.4,Resource Related,True,Energy,not inherited,True,True,MDM Bank
Dhanin Chearavanont,97,2014,1921,Charoen Pokphand (CP Group),relation,retail,new,74,male,Thailand,THA,0.0,East Asia,inherited,11.4,Traded Sectors,True,Consumer,father,True,True,Charoen Pokphand (CP Group)
Henry Sy,97,2014,1960,SM Malls,founder,retail,new,89,male,Philippines,PHL,0.0,East Asia,self-made finance,11.4,Financial,True,Diversified financial,not inherited,True,True,SM Malls
John Mars,98,1996,1911,"Mars, Incorperated",relation,candy,new,59,male,United States,USA,8100000000000.0,North America,inherited,3.0,Traded Sectors,True,Consumer,3rd generation,True,True,"Mars, Incorperated"
Alfred Heineken,98,2001,1864,Heineken International,relation,beer,new,0,male,Netherlands,NLD,426000000000.0,Europe,inherited,4.0,Traded Sectors,True,Consumer,3rd generation,True,True,Heineken International
Donald Bren,98,2001,1864,Irvine Company,owner,real estate,aquired,68,male,United States,USA,10600000000000.0,North America,self-made finance,4.0,Financial,True,Real Estate,not inherited,True,True,Irvine Company
Erivan Haub,98,2001,1867,Tenglemann Group,relation,retail,new,68,male,Germany,DEU,1950000000000.0,Europe,inherited,4.0,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Tenglemann Group
Galen Weston,98,2001,1882,George Weston Limited,relation,food distribution,new,60,male,Canada,CAN,733000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,George Weston Limited
Ty Warner,98,2001,1986,Ty Inc.,founder,toys,new,57,male,United States,USA,10600000000000.0,North America,founder non-finance,4.0,Traded Sectors,True,Consumer,not inherited,True,True,Ty Inc.
Walter Annenberg,98,2001,1936,Philadelphia Inquirer,relation,media,aquired,0,male,United States,USA,10600000000000.0,North America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True,Philadelphia Inquirer
Jacqueline Mars,99,1996,1911,"Mars, Incorperated",relation,candy,new,0,female,United States,USA,8100000000000.0,North America,inherited,3.0,Traded Sectors,True,Consumer,3rd generation,True,True,"Mars, Incorperated"
Jay and Arthur Pritzker,100,1996,1957,Hyatt,relation,hotels,aquired,0,male,United States,USA,8100000000000.0,North America,inherited,3.0,Financial,True,Real Estate,father,True,True,Hyatt
Ananda Krishnan,100,2014,1984,Usaha Tegas Sdn Bhd,founder,real estate,new,75,male,Malaysia,MYS,0.0,East Asia,founder non-finance,11.3,Non-Traded Sectors,True,Media,not inherited,True,True,Usaha Tegas Sdn Bhd
German Khan,100,2014,1989,Alfa Group,founder,oil and gas,new,52,male,Russia,RUS,0.0,Europe,privatized and resources,11.3,Resource Related,True,Energy,not inherited,True,True,Alfa Group
Robert Pritzker,101,1996,1957,Hyatt,relation,hotels,aquired,69,male,United States,USA,8100000000000.0,North America,inherited,3.0,Financial,True,Real Estate,father,True,True,Hyatt
Forrest Mars Sr,102,1996,1911,"Mars, Incorperated",relation,candy,new,0,male,United States,USA,8100000000000.0,North America,inherited,3.0,Traded Sectors,True,Consumer,father,True,True,"Mars, Incorperated"
Alejandro Santo Domingo Davila,102,2014,1889,Santo Domingo Group,relation,beer,aquired,37,male,Colombia,COL,0.0,Latin America,inherited,11.1,Traded Sectors,True,Consumer,father,True,True,Santo Domingo Group
Lee Kun-Hee,102,2014,1938,Samsung,relation,electronics,new,72,male,South Korea,KOR,0.0,East Asia,inherited,11.1,New Sectors,True,Technology-Computer,father,True,True,Samsung
Miuccia Prada,102,2014,1913,Prada,relation,luxury goods,new,64,female,Italy,ITA,0.0,Europe,inherited,11.1,Traded Sectors,True,Consumer,father,True,True,Prada
Shiv Nadar,102,2014,1976,HCL,founder,technology,new,68,male,India,IND,0.0,South Asia,founder non-finance,11.1,New Sectors,True,Technology-Computer,not inherited,True,True,HCL
Forrest Mars Jr,103,1996,1911,"Mars, Incorperated",relation,candy,new,64,male,United States,USA,8100000000000.0,North America,inherited,3.0,Traded Sectors,True,Consumer,3rd generation,True,True,"Mars, Incorperated"
Rudolf Oetker,104,1996,1891,Oetker-Gruppe,relation,food,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.9,Traded Sectors,True,Consumer,3rd generation,True,True,Oetker-Gruppe
Henry Ross Perot Sr,104,2001,1962,Electronic Data Systems,founder,data processing,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,3.8,New Sectors,True,Technology-Computer,not inherited,True,True,Electronic Data Systems
Jon Huntsman,104,2001,1982,Huntsman chemical,founder,chemicals,new,63,male,United States,USA,10600000000000.0,North America,founder non-finance,3.8,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Huntsman chemical
Leonard Lauder,104,2001,1946,Est?Lauder,relation,makeup,new,67,male,United States,USA,10600000000000.0,North America,inherited,3.8,Traded Sectors,True,Consumer,father,True,True,EstLauder
Sid Bass,104,2001,1919,Sid Richardson Gasoline Co,relation,oil,new,58,male,United States,USA,10600000000000.0,North America,inherited,3.8,Resource Related,True,Energy,father,True,True,Sid Richardson Gasoline Co
Tsai Wan-lin,104,2001,1962,Lin Yuan Group,founder,banking and insurance,new,76,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,3.8,Financial,True,Hedge funds,not inherited,True,True,Lin Yuan Group
Koo Cha-kyung,105,1996,1947,LG Group,relation,electronics,new,0,male,South Korea,KOR,603000000000.0,East Asia,inherited,2.9,Financial,True,Diversified financial,father,True,True,LG Group
William Hewlett,106,1996,1939,Hewlett-Packard,founder,printers,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,2.9,New Sectors,True,Technology-Computer,not inherited,True,True,Hewlett-Packard
Petr Kellner,106,2014,1991,PPF (Prvn? privatizacn? fond),founder,investment,new,49,male,Czech Republic,CZE,0.0,Europe,self-made finance,11.0,Financial,True,Money Management,not inherited,True,True,PPF (Prvn privatizacn fond)
Robert & Philip Ng,106,2014,1970,Sino Group,relation,real estate,new,0,male,Singapore,SGP,0.0,East Asia,inherited,11.0,Financial,True,Real Estate,father,True,True,Sino Group
Steve Cohen,106,2014,1992,SAC Capital Advisors,founder,hedge funds,new,58,male,United States,USA,0.0,North America,self-made finance,11.0,Financial,True,Hedge funds,not inherited,True,True,SAC Capital Advisors
Karl-Heinz Kipp,107,1996,1965,Massa,founder,retail,new,72,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Massa
Putera Sampoerna,108,1996,1913,Sampoerna,relation,cigarette,new,0,male,Indonesia,IDN,227000000000.0,East Asia,inherited,2.8,Traded Sectors,True,Consumer,father,True,True,Sampoerna
Gianni Agnelli,109,1996,1899,Fiat,relation,cars,new,0,male,Italy,ITA,1310000000000.0,Europe,inherited,2.8,Traded Sectors,True,Consumer,3rd generation,True,True,Fiat
Carl Icahn,109,2001,1968,Icahn Enterprises,founder,investment (via holding company),new,65,male,United States,USA,10600000000000.0,North America,self-made finance,3.7,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Icahn Enterprises
Mehmet Karamehmet,109,2001,1923,Cukurova Holding,chairman,"textiles, industrial goods, media",new,56,male,Turkey,TUR,196000000000.0,Middle East/North Africa,executive,3.7,Non-Traded Sectors,True,Media,not inherited,True,True,Cukurova Holding
Nina Wang,109,2001,1960,Chinachem Group,relation,chemicals,new,0,female,Hong Kong,HKG,169000000000.0,East Asia,inherited,3.7,Financial,True,Real Estate,spouse/widow,True,True,Chinachem Group
Robert Kuok,109,2001,1971,Shangri-La Hotels,founder,hotels,new,78,male,Malaysia,MYS,92783947368.0,East Asia,self-made finance,3.7,Financial,True,Money Management,not inherited,True,True,Shangri-La Hotels
Sanjiv Sidhu,109,2001,1988,i2 Technologies,founder,software,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,3.7,Financial,True,Money Management,not inherited,True,True,i2 Technologies
Shari Arison,109,2001,1972,Carnival Corporation,relation,banking,new,43,female,Israel,ISR,130000000000.0,Middle East/North Africa,inherited,3.7,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Carnival Corporation
Andrew Beal,109,2014,1988,Beal Bank,founder,real estate/banking,new,61,male,United States,USA,0.0,North America,self-made finance,10.9,Financial,True,Money Management,not inherited,True,True,Beal Bank
Mikhail Prokhorov,109,2014,1993,Norilsk Nickel,owner,precious metals,privatization,48,male,Russia,RUS,0.0,Europe,privatized and resources,10.9,Financial,True,Diversified financial,not inherited,True,True,Norilsk Nickel
Chey Jong-hyon,110,1996,1953,SK Group,founder,textiles,aquired,0,male,South Korea,KOR,603000000000.0,East Asia,self-made finance,2.8,Financial,True,Diversified financial,not inherited,True,True,SK Group
Jean-Louis Dumas,111,1996,1837,Hermes,relation,luxury fashion,new,57,male,France,FRA,1610000000000.0,Europe,inherited,2.7,Traded Sectors,True,Consumer,4th generation,True,True,Hermes
Alexei Mordashov,111,2014,1993,Severstal,general director,mining,privatization,48,male,Russia,RUS,0.0,Europe,privatized and resources,10.5,Resource Related,True,Non-consumer industrial,not inherited,True,True,Severstal
Hansjoerg Wyss,111,2014,1974,Synthes USA,founder/CEO,medical technology,new division,79,male,Switzerland,CHE,0.0,Europe,founder non-finance,10.5,New Sectors,True,Technology-Medical,not inherited,True,True,Synthes USA
Dietmar Hopp,112,1996,1972,SAP AG,founder,software,new,55,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.7,New Sectors,True,Technology-Computer,not inherited,True,True,SAP AG
Gunter Herz,113,1996,1949,Maxingvest AG,relation,coffee,new,55,male,Germany,DEU,2500000000000.0,Europe,inherited,2.7,Traded Sectors,True,Consumer,father,True,True,Maxingvest AG
Charlene de Carvalho-Heineken,113,2014,1864,Heineken International,relation,beer,new,59,female,Netherlands,NLD,0.0,Europe,inherited,10.4,Traded Sectors,True,Consumer,father,True,True,Heineken International
Klaus-Michael Kuehne,113,2014,1890,Kuhne + Nagel,relation,transportation,new,76,male,Germany,DEU,0.0,Europe,inherited,10.4,Traded Sectors,True,Other,3rd generation,True,True,Kuhne + Nagel
Philip Anschutz,113,2014,1961,Circle A Drilling,investor,"oil, railroad, investments",aquired,74,male,United States,USA,0.0,North America,self-made finance,10.4,Financial,True,Diversified financial,not inherited,True,True,Circle A Drilling
Stefano Pessina,113,2014,1849,Alliance Boots,relation,pharmaceuticals,aquired,72,male,Italy,ITA,0.0,Europe,executive,10.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Alliance Boots
Lim Goh Tong,114,1996,1965,Genting Highlands,founder,casinos,new,78,male,Malaysia,MYS,101000000000.0,East Asia,self-made finance,2.7,Financial,True,Diversified financial,not inherited,True,True,Genting Highlands
Eugene Wu,115,1996,1945,Shin Kong Financial,relation,finance ,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,2.7,Financial,True,Hedge funds,father,True,True,Shin Kong Financial
John Simplot,115,2001,1929,J.R. Simplot Company,founder,agricultural products,new,92,male,United States,USA,10600000000000.0,North America,founder non-finance,3.6,Traded Sectors,True,Consumer,not inherited,True,True,J.R. Simplot Company
Edgar Bronfman,116,1996,1857,Seagrams,relation,liquor,new,67,male,United States,USA,8100000000000.0,North America,inherited,2.7,Traded Sectors,True,Consumer,father,True,True,Seagrams
Antonio Ermirio de Moraes,116,2001,1919,Votorantim Group,relation,"metals, paper, cement",new,0,male,Brazil,BRA,560000000000.0,Latin America,inherited,3.5,Traded Sectors,True,Non-consumer industrial,father,True,True,Votorantim Group
Craig McCaw,116,2001,1987,McCaw Cellular,founder,cell phones,new,51,male,United States,USA,10600000000000.0,North America,founder non-finance,3.5,Non-Traded Sectors,True,Media,not inherited,True,True,McCaw Cellular
Kazuo Okada,116,2001,1973,Wynn Resorts,founder,casinos,new,58,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,3.5,Financial,True,Real Estate,not inherited,True,True,Wynn Resorts
Ng Teng Fong,116,2001,1962,Far East Organization,founder,real estate,new,72,male,Singapore,SGP,89285087395.0,East Asia,self-made finance,3.5,Financial,True,Real Estate,not inherited,True,True,Far East Organization
Nicolas Hayek,116,2001,1986,Swatch Group,founder,watches,merger,72,male,Switzerland,CHE,279000000000.0,Europe,founder non-finance,3.5,Traded Sectors,True,Consumer,not inherited,True,True,Swatch Group
Reinhold Wuerth,116,2001,1945,Adolf Wurth Group,relation,screws,new,0,male,Germany,DEU,1950000000000.0,Europe,executive,3.5,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Adolf Wurth Group
Sakip Sabanci,116,2001,1926,Sabanci Holdings,relation,textiles,new,68,male,Turkey,TUR,196000000000.0,Middle East/North Africa,inherited,3.5,Traded Sectors,True,Consumer,father,True,True,Sabanci Holdings
Stephan Schmidheiny,116,2001,1912,Holcim,relation,construction,new,53,male,Switzerland,CHE,279000000000.0,Europe,inherited,3.5,Financial,True,Money Management,4th generation,True,True,Holcim
Charles Bronfman,117,1996,1857,Seagrams,relation,liquor,new,64,male,Canada,CAN,627000000000.0,North America,inherited,2.6,Traded Sectors,True,Consumer,father,True,True,Seagrams
Li Hejun,117,2014,1994,Hanergy Solar,founder/chairman,energy,new,46,male,China,CHN,0.0,East Asia,privatized and resources,10.3,Resource Related,True,Energy,not inherited,True,True,Hanergy Solar
Sergei Galitsky,117,2014,1994,Magnit,founder,retail,new,46,male,Russia,RUS,0.0,Europe,founder non-finance,10.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Magnit
Leo Kirch,118,1996,1956,Kirch Group,founder,media,new,0,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.6,Non-Traded Sectors,True,Media,not inherited,True,True,Kirch Group
Von Siemens family,119,1996,1847,Siemens,founder,industrial automation,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.6,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Siemens
Kjeld Kirk Kristiansen,119,2014,1949,Lego,relation,toys,new,66,male,Denmark,DEN,0.0,Europe,inherited,10.2,Traded Sectors,True,Consumer,3rd generation,True,True,Lego
Marcel Herrmann Telles,119,2014,1885,Ambev,founder,investment banking/beer,aquired,64,male,Brazil,BRA,0.0,Latin America,founder non-finance,10.2,Traded Sectors,True,Consumer,not inherited,True,True,Ambev
John Latsis,120,1996,1938,EFG International,relation,shipping,new,0,male,Greece,GRC,147000000000.0,Europe,inherited,2.6,Financial,True,Money Management,father,True,True,EFG International
Yaw Teck-seng,121,1996,1963,Samling Strategic Corp,founder,logging,new,0,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,2.6,Resource Related,True,Mining and metals,not inherited,True,True,Samling Strategic Corp
Charles Butt,121,2014,1905,H-E-B supermarket,relation,groceries,new,76,male,United States,USA,0.0,North America,inherited,10.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,H-E-B supermarket
Alfred Heineken,122,1996,1864,Heineken International,relation,beer,new,0,female,Netherlands,NLD,443000000000.0,Europe,inherited,2.6,Traded Sectors,True,Consumer,father,True,True,Heineken International
Carrie Perrodo,122,2014,1975,Perenco,relation,oil,new,63,female,France,FRA,0.0,Europe,inherited,10.0,Financial,True,Other,spouse/widow,True,True,Perenco
David Tepper,122,2014,1993,Appaloosa Management,founder,hedge funds,new,56,male,United States,USA,0.0,North America,self-made finance,10.0,Financial,True,Hedge funds,not inherited,True,True,Appaloosa Management
George Kaiser,122,2014,1940,Kaiser-Francis Oil Company,relation,oil,new,71,male,United States,USA,0.0,North America,inherited,10.0,Resource Related,True,Energy,father,True,True,Kaiser-Francis Oil Company
Hinduja Brothers,122,2014,1914,Hinduja Group,relation,"media, exports",new,0,male,United Kingdom,GBR,0.0,Europe,inherited,10.0,Financial,True,Diversified financial,father,True,True,Hinduja Group
Jack Ma,122,2014,1999,Alibaba group,founder,internet,new,49,male,China,CHN,0.0,East Asia,founder non-finance,10.0,New Sectors,True,Technology-Computer,not inherited,True,True,Alibaba group
Patrick Soon-Shiong,122,2014,1997,American Pharmaceutical Partners ,founder,healthcare,new,62,male,United States,USA,0.0,North America,founder non-finance,10.0,New Sectors,True,Technology-Medical,not inherited,True,True,American Pharmaceutical Partners 
Stephen Schwarzman,122,2014,1985,Blackstone Group,founder,private equity,new,67,male,United States,USA,0.0,North America,self-made finance,10.0,Financial,True,Private equity/leveraged buyout,not inherited,True,True,Blackstone Group
Jaime Augusto Zobel de Ayala,123,1996,1834,Ayala Corporation,relation,construcion,new,0,male,Philippines,PHL,82848194406.0,East Asia,inherited,2.6,Financial,True,Money Management,4th generation,True,True,Ayala Corporation
George Ty,124,1996,1962,Metropolitan Bank and Trust Company,founder,banking,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.6,Financial,True,Money Management,not inherited,True,True,Metropolitan Bank and Trust Company
Ann Kroenke,124,2001,1962,Walmart,relation,retail, new,0,female,United States,USA,10600000000000.0,North America,inherited,3.4,Traded Sectors,True,Consumer,father,True,True,Walmart
Charles Bronfman,124,2001,1857,Seagrams,relation,liquor,new,69,male,Canada,CAN,733000000000.0,North America,inherited,3.4,Traded Sectors,True,Consumer,father,True,True,Seagrams
David Geffen,124,2001,1970,Asylum Records/Geffen Records/Dreamworks,founder,entertainment,new,58,male,United States,USA,10600000000000.0,North America,founder non-finance,3.4,Non-Traded Sectors,True,Media,not inherited,True,True,Asylum Records/Geffen Records/Dreamworks
Dhirubhai Ambani,124,2001,1966,Reliance,founder,textiles,new,0,male,India,IND,494000000000.0,South Asia,founder non-finance,3.4,Traded Sectors,True,Consumer,not inherited,True,True,Reliance
Gerard Louis-Dreyfus,124,2001,1851,Louis Dreyfus Group,relation,energy,new,68,male,France,FRA,1380000000000.0,Europe,inherited,3.4,Financial,True,Money Management,4th generation,True,True,Louis Dreyfus Group
James Sorenson,124,2001,1977,Sorenson Companies,founder,real estate,new,79,male,United States,USA,10600000000000.0,North America,self-made finance,3.4,Financial,True,Real Estate,not inherited,True,True,Sorenson Companies
Samuel Johnson,125,1996,1886,S. C. Johnson & Son,relation,cleaning supplies,new,67,male,United States,USA,8100000000000.0,North America,inherited,2.6,Traded Sectors,True,Consumer,5th generation or longer,True,True,S. C. Johnson & Son
Henry Hillman,126,1996,1942,Pittsburgh Coke & Chemical,relation,coal,new,77,male,United States,USA,8100000000000.0,North America,inherited,2.6,Financial,True,Money Management,father,True,True,Pittsburgh Coke & Chemical
Julio Bozano,127,1996,1960,Banco Bozano Simonsen,founder,banking,new,60,male,Brazil,BRA,854000000000.0,Latin America,self-made finance,2.5,Financial,True,Money Management,not inherited,True,True,Banco Bozano Simonsen
Porsche family,128,1996,1931,Porsche,founder,cars,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.5,Financial,True,0,father,True,True,Porsche
Peter Livanos,129,1996,1949,Ceres Hellenic,relation,shipping,new,0,male,Greece,GRC,147000000000.0,Europe,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Ceres Hellenic
Giorgio Armani,129,2014,1975,Armani,founder,luxury goods,new,79,male,Italy,ITA,0.0,Europe,founder non-finance,9.9,Traded Sectors,True,Consumer,not inherited,True,True,Armani
Michael Kadoorie,130,1996,1890,CLP Holdings,relation,utilities,new,55,male,Hong Kong,HKG,160000000000.0,East Asia,inherited,2.5,Financial,True,Money Management,father,True,True,CLP Holdings
Akira Mori,130,2001,1959,Mori Building,relation,construction,new,66,male,Japan,JPN,4160000000000.0,East Asia,inherited,3.3,Financial,True,Real Estate,father,True,True,Mori Building
Amos Hosetter Jr,130,2001,1964,Continental Cablevision,founder,media,new,64,male,United States,USA,10600000000000.0,North America,founder non-finance,3.3,Non-Traded Sectors,True,Media,not inherited,True,True,Continental Cablevision
Bernard Marcus,130,2001,1979,Home Depot,founder,home improvement retail,new,71,male,United States,USA,10600000000000.0,North America,founder non-finance,3.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Home Depot
Edgar Bronfman,130,2001,1857,Seagrams,relation,liquor,new,72,male,United States,USA,10600000000000.0,North America,inherited,3.3,Traded Sectors,True,Consumer,father,True,True,Seagrams
Eitaro Itoyama,130,2001,0,Walmart,founder,golf courses,new,58,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,3.3,Financial,True,Real Estate,not inherited,True,True,Walmart
Martin Ebner,130,2001,1985,BZ Bank,founder,banking,new,0,male,Switzerland,CHE,279000000000.0,Europe,self-made finance,3.3,Financial,True,Money Management,not inherited,True,True,BZ Bank
